,movie,chapter,character,dialog,gender,releaseYear
4392,Harry Potter and the Philosopher's Stone,Facts and Feathers,oliver wood,"Bludger. Nasty little buggers. But you are the seeker, and the only thing I want you to worry about is this... the Golden Snitch.",male,2001
4393,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,I like this ball.,male,2001
4394,Harry Potter and the Philosopher's Stone,Facts and Feathers,oliver wood,"Ah, you like it now. Just wait. It's wicked fast and damn near impossible to see.",male,2001
4395,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,What do I do with it?,male,2001
4396,Harry Potter and the Philosopher's Stone,Facts and Feathers,oliver wood,"You catch it... before the other team's seeker. You catch this, the game is over. You catch this, Potter, and we win.",male,2001
4397,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,Whoa.,male,2001
4398,Harry Potter and the Philosopher's Stone,Facts and Feathers,filius flitwick,"One of a wizard's most rudimentary skills is levitation the ability to make objects fly. Uh, do you all have your feathers?  Good. Now, uh, don't forget the nice wrist movement we've been practicing, hmm? The swish and flick. Everyone.",male,2001
4399,Harry Potter and the Philosopher's Stone,Facts and Feathers,all,The swish and flick.,mixed/unknown,2001
4400,Harry Potter and the Philosopher's Stone,Facts and Feathers,filius flitwick,Good. And enunciate. Wingardium Leviosa. Off you go then.,male,2001
4401,Harry Potter and the Philosopher's Stone,Facts and Feathers,draco malfoy,Wingardium Levio-saaa.,male,2001
4402,Harry Potter and the Philosopher's Stone,Facts and Feathers,ron weasley,Wingardrium Leviosar!,male,2001
4403,Harry Potter and the Philosopher's Stone,Facts and Feathers,hermione granger,"Stop, stop, stop. You're going to take someone's eye out. Besides, you're saying it wrong. It's Levi-o-sa, not Leviosar.",female,2001
4404,Harry Potter and the Philosopher's Stone,Facts and Feathers,ron weasley,"You do it then if you're so clever. Go on, go on.",male,2001
4405,Harry Potter and the Philosopher's Stone,Facts and Feathers,hermione granger,Wingardium Leviosa.,female,2001
4406,Harry Potter and the Philosopher's Stone,Facts and Feathers,filius flitwick,"Oh, well done! See here, everyone! Ms. Granger's done it! Oh, splendid!",male,2001
4407,Harry Potter and the Philosopher's Stone,Facts and Feathers,seamus finnigan,Wingard Levosa.,male,2001
4408,Harry Potter and the Philosopher's Stone,Facts and Feathers,filius flitwick,"Well done, dear.",male,2001
4409,Harry Potter and the Philosopher's Stone,Facts and Feathers,filius flitwick,Whooaaa! Ooh.,male,2001
4410,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,"I think we're going to need another feather over here, Professor.",male,2001
4411,Harry Potter and the Philosopher's Stone,Facts and Feathers,ron weasley,"It's Levioooosa, not Leviosaaaar.  She's a nightmare, honestly. No wonder she hasn't got any friends!",male,2001
4412,Harry Potter and the Philosopher's Stone,Facts and Feathers,harry potter,I think she heard you.,male,2001
4413,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,Where's Hermione?,male,2001
4414,Harry Potter and the Philosopher's Stone,Mountain Troll,neville longbottom,Parvati Patil said that she wouldn't come out of the girl's bathroom. She said that she'd been in there all afternoon...crying.,male,2001
4415,Harry Potter and the Philosopher's Stone,Mountain Troll,quirinus quirrell,TROLL! IN THE DUNGEON! T-TROOLLL IN THE DUNGEON!!  Thought you ought to know.,male,2001
4416,Harry Potter and the Philosopher's Stone,Mountain Troll,albus dumbledore,"SILLLLLEEENNNNCEEEEE!  Everyone will please, not panic. Now, Prefects will lead their houses back to the dormitories. Teachers will follow me to the dungeons.",male,2001
4417,Harry Potter and the Philosopher's Stone,Mountain Troll,girl,"Hufflepuff, this way!",female,2001
4418,Harry Potter and the Philosopher's Stone,Mountain Troll,boy,Stay together!,male,2001
4419,Harry Potter and the Philosopher's Stone,Mountain Troll,percy weasley,"Gryffindors, keep up please. And stay alert!",male,2001
4420,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,How could a troll get in?,male,2001
4421,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,Not by itself. Trolls are really stupid. Probably people playing jokes.  What?,male,2001
4422,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,Hermione! She doesn't know!,male,2001
4423,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,I think the troll's left the dungeon!,male,2001
4424,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,It’s going into the Girl's Bathroom!,male,2001
4425,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,"Hermione, move!",male,2001
4426,Harry Potter and the Philosopher's Stone,Mountain Troll,hermione granger,Help! Help!,female,2001
4427,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,"Hey, pea brain!",male,2001
4428,Harry Potter and the Philosopher's Stone,Mountain Troll,hermione granger,Ahhh! Help!,female,2001
4429,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,"Whooa! Whoa, whoa!",male,2001
4430,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,Ew.,male,2001
4431,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,"Whoa, whoa whoa!",male,2001
4432,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,Do something!,male,2001
4433,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,What?,male,2001
4434,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,Anything! Hurry up!,male,2001
4435,Harry Potter and the Philosopher's Stone,Mountain Troll,hermione granger,Swish and flick!,female,2001
4436,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,Wingardium Leviosa!  Cool.,male,2001
4437,Harry Potter and the Philosopher's Stone,Mountain Troll,hermione granger,Is it...dead?,female,2001
4438,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,I don't think so. Just knocked out.  Ew. Troll bogies.,male,2001
4439,Harry Potter and the Philosopher's Stone,Mountain Troll,minerva mcgonagall,"Oh! Oh, my goodness! E-Explain yourselves, both of you!",female,2001
4440,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,"Well, what it is...",male,2001
4441,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,"Well, what it is...",male,2001
4442,Harry Potter and the Philosopher's Stone,Mountain Troll,hermione granger,"It's my fault, Professor McGonagall.",female,2001
4443,Harry Potter and the Philosopher's Stone,Mountain Troll,minerva mcgonagall,Miss Granger?,female,2001
4444,Harry Potter and the Philosopher's Stone,Mountain Troll,hermione granger,I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,female,2001
4445,Harry Potter and the Philosopher's Stone,Mountain Troll,minerva mcgonagall,"Be that as it may be...it was an extremely foolish thing to do.  I would have expected more rational behavior on your part, Miss Granger. Five points will be taken from Gryffindor for your serious lack of judgment.  As for you two gentlemen I just hope you realize how fortunate you are. Not many students could take on a fully grown mountain troll and live to tell the tale. Five points...will be awarded to each of you.  For sheer dumb luck.",female,2001
4446,Harry Potter and the Philosopher's Stone,Mountain Troll,quirinus quirrell,Perhaps you ought to go...M-might wake up...heh.  Ahh! Hehe....,male,2001
4447,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,Good for you to get us out of trouble like that.,male,2001
4448,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,"Mind you, I mean, we did save her life.",male,2001
4449,Harry Potter and the Philosopher's Stone,Mountain Troll,harry potter,"Mind you, she didn't need saving if you hadn't insulted her.",male,2001
4450,Harry Potter and the Philosopher's Stone,Mountain Troll,ron weasley,What are friends for?,male,2001
4451,Harry Potter and the Philosopher's Stone,Quidditch,ron weasley,"Take a bit of toast, mate, go on.",male,2001
4452,Harry Potter and the Philosopher's Stone,Quidditch,hermione granger,"Ron's right, Harry. You're gonna need your strength today.",female,2001
4453,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,I'm not hungry.,male,2001
4454,Harry Potter and the Philosopher's Stone,Quidditch,severus snape,"Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin.",male,2001
4455,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,That explains the blood.,male,2001
4456,Harry Potter and the Philosopher's Stone,Quidditch,hermione granger,Blood?,female,2001
4457,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,"Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping.",male,2001
4458,Harry Potter and the Philosopher's Stone,Quidditch,hermione granger,But why would anyone go near that dog?,female,2001
4459,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,"The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret.",male,2001
4460,Harry Potter and the Philosopher's Stone,Quidditch,hermione granger,So you're saying...,female,2001
4461,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,That's what the dog's guarding. That's what Snape wants.,male,2001
4462,Harry Potter and the Philosopher's Stone,Quidditch,hermione granger,"Bit early for mail, isn't it?",female,2001
4463,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,But I-I never get mail.,male,2001
4464,Harry Potter and the Philosopher's Stone,Quidditch,ron weasley,Let's open it.,male,2001
4465,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,It's a broomstick!,male,2001
4466,Harry Potter and the Philosopher's Stone,Quidditch,ron weasley,"Thats not just any broomstick, Harry.  It's a Nimbus 2000!",male,2001
4467,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,But who...?,male,2001
4468,Harry Potter and the Philosopher's Stone,Quidditch,oliver wood,"Scared, Harry?",male,2001
4469,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,A little.,male,2001
4470,Harry Potter and the Philosopher's Stone,Quidditch,oliver wood,That's all right. I felt the same way before my first game.,male,2001
4471,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,What happened?,male,2001
4472,Harry Potter and the Philosopher's Stone,Quidditch,oliver wood,"Er, I don't really remember. I took a bludger to the head 2 minutes in. Woke up in the hospital a week later.",male,2001
4473,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,"Hello, and welcome to Hogwarts' first Quidditch game of the season! Today's game Slytherin versus Gryffindor!!!",male,2001
4474,Harry Potter and the Philosopher's Stone,Quidditch,neville longbottom,Gryffindor!,male,2001
4475,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,The players take their positions as Madam Hooch steps out onto the field to begin the game.,male,2001
4476,Harry Potter and the Philosopher's Stone,Quidditch,rolanda hooch,"Now, I want a nice clean game...from all of you.",female,2001
4477,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,"The bludgers are up...followed by the Golden Snitch. Remember, the snitch is worth 150 points. The seeker who catches the Snitch ends the game.",male,2001
4478,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,The Quaffle is released...and the game begins!,male,2001
4479,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,Angelina Johnson scores! 10 points for Gryffindor!,male,2001
4480,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,Yes!  Whoa!,male,2001
4481,Harry Potter and the Philosopher's Stone,Quidditch,rubeus hagrid,Well done!,male,2001
4482,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,Slytherin takes possession of the Quaffle. Bletchley passes to Captain Marcus Flint.,male,2001
4483,Harry Potter and the Philosopher's Stone,Quidditch,ron weasley,Yay!,male,2001
4484,Harry Potter and the Philosopher's Stone,Quidditch,seamus finnigan,Yay!,male,2001
4485,Harry Potter and the Philosopher's Stone,Quidditch,harry potter,Yes!,male,2001
4486,Harry Potter and the Philosopher's Stone,Quidditch,lee jordan,Another 10 points to Gryffindor!,male,2001
4487,Harry Potter and the Philosopher's Stone,Quidditch,gryffindors,Yay!,mixed/unknown,2001
4488,Harry Potter and the Philosopher's Stone,Quidditch,marcus flint,Give me that!,male,2001
4489,Harry Potter and the Philosopher's Stone,Quidditch,marcus flint,Take that side!,male,2001
4490,Harry Potter and the Philosopher's Stone,Interference Overcome,harry potter,Whoa! Whooa!,male,2001
4491,Harry Potter and the Philosopher's Stone,Interference Overcome,rubeus hagrid,What's going on with Harry's broomstick?,male,2001
